@RELATION german-credit

@ATTRIBUTE feature_01 {A, B, C, D}
@ATTRIBUTE feature_02 REAL
@ATTRIBUTE feature_03 {A, B, C, D, E}
@ATTRIBUTE feature_04 {A, B, C, D, E, F, G, H, I, J}
@ATTRIBUTE feature_05 REAL
@ATTRIBUTE feature_06 {A, B, C, D, E}
@ATTRIBUTE feature_07 {A, B, C, D, E}
@ATTRIBUTE feature_08 REAL
@ATTRIBUTE feature_09 {A, B, C, D}
@ATTRIBUTE feature_10 {A, B, C}
@ATTRIBUTE feature_11 REAL
@ATTRIBUTE feature_12 {A, B, C, D}
@ATTRIBUTE feature_13 REAL
@ATTRIBUTE feature_14 {A, B, C}
@ATTRIBUTE feature_15 {A, B, C}
@ATTRIBUTE feature_16 REAL
@ATTRIBUTE feature_17 {A, B, C, D}
@ATTRIBUTE feature_18 REAL
@ATTRIBUTE feature_19 {A, B}
@ATTRIBUTE feature_20 {A, B}
@ATTRIBUTE class {A, B}

@DATA
C,24.0,D,G,1377.0,A,D,4.0,A,C,2.0,C,47.0,B,A,1.0,B,1.0,B,B,B
A,30.0,C,A,2503.0,A,D,4.0,D,C,2.0,B,41.0,C,B,2.0,B,1.0,A,B,B
A,27.0,D,A,2528.0,C,C,4.0,A,C,1.0,B,32.0,B,B,1.0,B,2.0,B,B,B
D,15.0,D,E,5324.0,B,D,1.0,A,C,4.0,C,35.0,B,A,1.0,B,1.0,A,B,B
A,48.0,D,E,6560.0,A,B,3.0,D,C,2.0,B,24.0,B,B,1.0,B,1.0,A,B,A
A,12.0,E,D,2969.0,C,C,4.0,A,C,3.0,B,25.0,B,C,2.0,B,1.0,A,B,A
A,9.0,D,G,1206.0,C,D,4.0,A,C,4.0,D,25.0,B,B,1.0,B,1.0,A,B,B
A,9.0,D,G,2118.0,C,A,2.0,D,C,2.0,D,37.0,B,B,1.0,D,2.0,A,B,B
D,18.0,B,G,629.0,B,D,4.0,D,C,3.0,B,32.0,A,B,2.0,A,1.0,B,B,B
B,6.0,A,C,1198.0,C,D,4.0,A,C,4.0,C,35.0,B,A,1.0,B,1.0,A,B,A
D,21.0,D,J,2476.0,E,D,4.0,D,C,4.0,D,46.0,B,B,1.0,A,1.0,B,B,B
B,9.0,B,G,1138.0,C,A,4.0,D,C,4.0,D,25.0,B,B,2.0,D,1.0,A,B,B
A,60.0,D,E,14027.0,C,B,4.0,D,C,2.0,C,27.0,B,B,1.0,A,1.0,B,B,A
D,30.0,B,J,7596.0,E,D,1.0,D,C,4.0,A,63.0,B,B,2.0,B,1.0,A,B,B
D,30.0,B,G,3077.0,E,D,3.0,D,C,2.0,A,40.0,B,B,2.0,B,2.0,B,B,B
D,18.0,D,G,1505.0,C,A,4.0,D,C,2.0,C,32.0,B,A,1.0,A,1.0,B,B,B
C,24.0,B,G,3148.0,E,A,3.0,D,C,2.0,A,31.0,B,B,2.0,B,1.0,B,B,B
A,20.0,E,J,6148.0,A,D,3.0,C,C,4.0,A,31.0,A,B,2.0,B,1.0,B,B,B
C,9.0,E,G,1337.0,C,C,4.0,D,C,2.0,A,34.0,B,B,2.0,A,1.0,B,B,A
A,6.0,A,C,433.0,D,C,4.0,A,C,2.0,B,24.0,A,C,1.0,B,2.0,A,B,A
B,12.0,D,E,1228.0,C,A,4.0,A,C,2.0,D,24.0,B,B,1.0,D,1.0,A,B,A
A,9.0,D,G,790.0,B,A,4.0,A,C,3.0,D,66.0,B,B,1.0,D,1.0,A,B,B
D,27.0,D,E,2570.0,C,A,3.0,A,C,3.0,D,21.0,B,C,1.0,B,1.0,A,B,A
D,6.0,B,E,250.0,D,A,2.0,A,C,2.0,D,41.0,A,B,2.0,D,1.0,A,B,B
D,15.0,B,G,1316.0,B,A,2.0,C,C,2.0,B,47.0,B,B,2.0,D,1.0,A,B,B
B,18.0,D,G,1882.0,C,A,4.0,A,C,4.0,A,25.0,A,C,2.0,B,1.0,A,B,A
A,48.0,A,A,6416.0,C,D,4.0,A,C,3.0,C,59.0,B,C,1.0,B,1.0,A,B,A
C,24.0,B,A,1275.0,D,A,2.0,B,C,4.0,D,36.0,B,B,2.0,B,1.0,B,B,B
A,24.0,C,G,6403.0,C,C,1.0,D,C,2.0,A,33.0,B,B,1.0,B,1.0,A,B,B
B,24.0,D,G,1987.0,C,A,2.0,D,C,4.0,D,21.0,B,C,1.0,D,2.0,A,B,A
A,8.0,D,G,760.0,C,B,4.0,A,B,2.0,D,44.0,B,B,1.0,D,1.0,A,B,B
D,24.0,D,J,2603.0,D,A,2.0,A,C,4.0,A,28.0,B,C,1.0,B,1.0,B,B,B
D,4.0,B,E,3380.0,C,B,1.0,A,C,1.0,D,37.0,B,B,1.0,B,2.0,A,B,B
A,36.0,A,B,3990.0,E,C,3.0,A,C,2.0,C,29.0,A,B,1.0,C,1.0,A,B,B
A,24.0,D,J,11560.0,C,A,1.0,A,C,4.0,A,23.0,B,C,2.0,A,1.0,A,B,A
B,18.0,D,E,4380.0,A,A,3.0,D,C,4.0,A,35.0,B,B,1.0,D,2.0,B,B,B
D,6.0,B,E,6761.0,C,B,1.0,D,C,3.0,C,45.0,B,B,2.0,A,2.0,B,B,B
A,30.0,E,A,4280.0,A,A,4.0,A,C,4.0,A,26.0,B,C,2.0,D,1.0,A,B,A
B,24.0,A,E,2325.0,A,B,2.0,D,C,3.0,A,32.0,A,B,1.0,B,1.0,A,B,B
A,10.0,A,G,1048.0,C,A,4.0,D,C,4.0,D,23.0,C,B,1.0,D,1.0,A,B,B
D,21.0,D,G,3160.0,E,D,4.0,D,C,3.0,B,41.0,B,B,1.0,B,1.0,B,B,B
B,24.0,A,D,2483.0,B,A,4.0,D,C,4.0,D,22.0,C,B,1.0,B,1.0,B,B,B
B,39.0,B,D,14179.0,E,B,4.0,D,C,4.0,B,30.0,B,B,2.0,A,1.0,B,B,B
B,13.0,B,A,1797.0,C,C,3.0,D,C,1.0,B,28.0,A,B,2.0,D,1.0,A,B,B
B,15.0,D,E,2511.0,C,E,1.0,A,C,4.0,A,23.0,B,C,1.0,B,1.0,A,B,B
B,12.0,D,E,1274.0,C,C,3.0,A,C,1.0,D,37.0,B,B,1.0,D,1.0,A,B,A
D,21.0,D,J,5248.0,E,A,1.0,D,C,3.0,A,26.0,B,B,1.0,B,1.0,A,B,B
D,15.0,D,J,3029.0,C,B,2.0,D,C,2.0,A,33.0,B,B,1.0,B,1.0,A,B,B
B,6.0,D,D,428.0,C,D,2.0,A,C,1.0,B,49.0,A,B,1.0,B,1.0,B,B,B
B,18.0,D,E,976.0,C,C,1.0,A,C,2.0,A,23.0,B,B,1.0,D,1.0,A,B,A
A,12.0,D,A,841.0,A,B,2.0,A,C,4.0,D,23.0,B,C,1.0,D,1.0,A,B,B
D,30.0,B,G,5771.0,C,B,4.0,A,C,2.0,A,25.0,B,B,2.0,B,1.0,A,B,B
D,12.0,C,H,1555.0,D,D,4.0,D,C,4.0,C,55.0,B,A,2.0,B,2.0,A,B,A
B,24.0,D,E,1285.0,E,B,4.0,A,C,4.0,C,32.0,B,C,1.0,B,1.0,A,B,A
C,6.0,B,E,1299.0,C,A,1.0,D,C,1.0,D,74.0,B,B,3.0,C,2.0,A,A,B
C,15.0,B,G,1271.0,E,A,3.0,D,C,4.0,C,39.0,B,A,2.0,B,1.0,B,B,A
D,24.0,D,E,1393.0,C,A,2.0,D,B,2.0,D,31.0,B,B,1.0,B,1.0,B,B,B
B,12.0,B,E,691.0,C,D,4.0,D,C,3.0,B,35.0,B,B,2.0,B,1.0,A,B,A
D,15.0,B,E,5045.0,E,D,1.0,A,C,4.0,A,59.0,B,B,1.0,B,1.0,B,B,B
B,18.0,B,D,2124.0,C,A,4.0,A,C,4.0,D,24.0,B,C,2.0,B,1.0,A,B,A
B,12.0,D,G,2214.0,C,A,4.0,D,C,3.0,B,24.0,B,B,1.0,D,1.0,A,B,B
D,21.0,B,E,12680.0,E,D,4.0,D,C,4.0,C,30.0,B,A,1.0,A,1.0,B,B,A
D,24.0,B,E,2463.0,A,B,4.0,C,C,3.0,B,27.0,B,B,2.0,B,1.0,B,B,B
A,12.0,D,G,1155.0,C,D,3.0,C,B,3.0,D,40.0,A,B,2.0,D,1.0,A,B,B
B,30.0,D,D,3108.0,C,C,2.0,B,C,4.0,B,31.0,B,B,1.0,D,1.0,A,B,A
D,10.0,D,J,2901.0,E,C,1.0,A,C,4.0,D,31.0,B,C,1.0,B,1.0,A,B,B
A,12.0,B,D,3617.0,C,D,1.0,D,C,4.0,A,28.0,B,C,3.0,B,1.0,B,B,B
D,12.0,B,G,1655.0,C,D,2.0,D,C,4.0,D,63.0,B,B,2.0,D,1.0,B,B,B
B,24.0,D,J,2812.0,E,D,2.0,A,C,4.0,D,26.0,B,C,1.0,B,1.0,A,B,B
B,36.0,B,C,8065.0,C,A,3.0,A,C,2.0,C,25.0,B,B,2.0,A,1.0,B,B,A
D,21.0,B,J,3275.0,C,D,1.0,D,C,4.0,A,36.0,B,B,1.0,A,1.0,B,B,B
D,24.0,B,G,2223.0,A,D,4.0,D,C,4.0,B,52.0,A,B,2.0,B,1.0,A,B,B
C,12.0,B,E,1480.0,B,E,2.0,D,C,4.0,C,66.0,A,A,3.0,C,1.0,A,B,B
B,24.0,D,E,1371.0,E,A,4.0,A,C,4.0,D,25.0,B,C,1.0,B,1.0,A,B,A
D,36.0,B,E,3535.0,C,B,4.0,D,C,4.0,A,37.0,B,B,2.0,B,1.0,B,B,B
B,18.0,D,G,3509.0,C,B,4.0,A,B,1.0,D,25.0,B,B,1.0,B,1.0,A,B,B
D,36.0,B,J,5711.0,D,D,4.0,D,C,2.0,A,38.0,B,B,2.0,A,1.0,B,B,B
A,18.0,D,H,3872.0,C,E,2.0,A,C,4.0,A,67.0,B,B,1.0,B,1.0,B,B,B
A,39.0,B,G,4933.0,C,B,2.0,D,B,2.0,D,25.0,B,B,2.0,B,1.0,A,B,A
D,24.0,B,E,1940.0,D,D,4.0,D,C,4.0,D,60.0,B,B,1.0,B,1.0,B,B,B
A,12.0,E,I,1410.0,C,A,2.0,D,C,2.0,D,31.0,B,B,1.0,D,1.0,B,B,B
A,12.0,D,E,836.0,A,C,4.0,A,C,2.0,B,23.0,A,B,1.0,D,1.0,A,B,A
A,20.0,D,J,6468.0,E,E,1.0,B,C,4.0,D,60.0,B,B,1.0,A,1.0,B,B,B
A,18.0,D,A,1941.0,D,A,4.0,D,C,2.0,B,35.0,B,B,1.0,D,1.0,B,B,B
D,22.0,D,G,2675.0,B,D,3.0,D,C,4.0,A,40.0,B,B,1.0,B,1.0,A,B,B
D,48.0,B,J,2751.0,E,D,4.0,D,C,3.0,A,38.0,B,B,2.0,B,2.0,B,B,B
A,48.0,C,C,6224.0,C,D,4.0,D,C,4.0,C,50.0,B,A,1.0,B,1.0,A,B,A
B,40.0,B,C,5998.0,C,A,4.0,D,C,3.0,C,27.0,A,B,1.0,B,1.0,B,B,A
A,21.0,D,A,1188.0,C,D,2.0,A,C,4.0,B,39.0,B,B,1.0,B,2.0,A,B,A
D,24.0,D,J,6313.0,E,D,3.0,D,C,4.0,A,41.0,B,B,1.0,A,2.0,B,B,B
D,6.0,B,D,1221.0,E,A,1.0,C,C,2.0,B,27.0,B,B,2.0,B,1.0,A,B,B
C,24.0,D,D,2892.0,C,D,3.0,B,C,4.0,C,51.0,B,A,1.0,B,1.0,A,B,B
D,24.0,D,D,3062.0,B,D,4.0,D,C,3.0,C,32.0,B,C,1.0,B,1.0,B,B,B
D,9.0,D,D,2301.0,A,C,2.0,A,C,4.0,B,22.0,B,C,1.0,B,1.0,A,B,B
B,18.0,D,J,7511.0,E,D,1.0,D,C,4.0,B,51.0,B,A,1.0,B,2.0,B,B,A
D,12.0,B,D,1258.0,C,C,2.0,A,C,4.0,B,22.0,B,C,2.0,D,1.0,A,B,B
D,24.0,C,E,717.0,E,D,4.0,C,C,4.0,A,54.0,B,B,2.0,B,1.0,B,B,B
A,9.0,D,E,1549.0,E,C,4.0,D,C,2.0,D,35.0,B,B,1.0,C,1.0,A,B,B
D,24.0,B,C,1597.0,C,D,4.0,D,C,4.0,C,54.0,B,A,2.0,B,2.0,A,B,B
A,18.0,B,G,1795.0,C,D,3.0,A,B,4.0,D,48.0,A,C,2.0,D,1.0,B,B,B
B,20.0,B,D,4272.0,C,D,1.0,A,C,4.0,B,24.0,B,B,2.0,B,1.0,A,B,B
D,12.0,B,G,976.0,E,D,4.0,D,C,4.0,A,35.0,B,B,2.0,B,1.0,A,B,B
A,12.0,D,E,7472.0,E,E,1.0,A,C,2.0,D,24.0,B,C,1.0,C,1.0,A,B,B
B,36.0,D,E,9271.0,C,B,2.0,D,C,1.0,A,24.0,B,B,1.0,B,1.0,B,B,A
A,6.0,D,G,590.0,C,C,3.0,C,C,3.0,D,26.0,B,B,1.0,D,1.0,A,A,B
D,12.0,B,G,930.0,E,D,4.0,D,C,4.0,D,65.0,B,B,4.0,B,1.0,A,B,B
A,42.0,A,J,9283.0,C,E,1.0,D,C,2.0,C,55.0,A,A,1.0,A,1.0,B,B,B
A,15.0,E,E,1778.0,C,C,2.0,A,C,1.0,D,26.0,B,C,2.0,C,1.0,A,B,A
A,8.0,D,A,907.0,C,C,3.0,C,C,2.0,D,26.0,B,B,1.0,B,1.0,B,B,B
A,6.0,D,G,484.0,C,B,3.0,C,B,3.0,D,28.0,A,B,1.0,D,1.0,A,B,B
B,36.0,B,J,9629.0,C,B,4.0,D,C,4.0,A,24.0,B,B,2.0,B,1.0,B,B,A
B,48.0,D,B,3051.0,C,A,3.0,D,C,4.0,A,54.0,B,B,1.0,B,1.0,A,B,A
B,48.0,D,E,3931.0,C,B,4.0,D,C,4.0,C,46.0,B,A,1.0,B,2.0,A,B,A
A,36.0,C,E,7432.0,C,A,2.0,A,C,2.0,B,54.0,B,C,1.0,B,1.0,A,B,B
D,6.0,D,B,1338.0,B,A,1.0,B,C,4.0,D,62.0,B,B,1.0,B,1.0,A,B,B
D,6.0,B,G,1554.0,C,B,1.0,A,C,2.0,A,24.0,B,C,2.0,B,1.0,B,B,B
B,36.0,D,F,15857.0,C,E,2.0,B,A,3.0,A,43.0,B,B,1.0,A,1.0,A,B,B
B,18.0,D,G,1345.0,C,A,4.0,C,C,3.0,D,26.0,A,B,1.0,B,1.0,A,B,A
D,12.0,D,E,1101.0,C,A,3.0,C,C,2.0,D,27.0,B,B,2.0,B,1.0,B,B,B
C,12.0,D,G,3016.0,C,A,3.0,C,C,1.0,A,24.0,B,B,1.0,B,1.0,A,B,B
B,36.0,D,D,2712.0,C,D,2.0,D,C,2.0,B,41.0,A,B,1.0,B,2.0,A,B,A
B,8.0,B,E,731.0,C,D,4.0,D,C,4.0,D,47.0,B,B,2.0,D,1.0,A,B,B
D,18.0,B,D,3780.0,C,C,3.0,B,C,2.0,A,35.0,B,B,2.0,A,1.0,B,B,B
B,21.0,B,E,1602.0,C,D,4.0,C,C,3.0,A,30.0,B,B,2.0,B,1.0,B,B,B
B,18.0,B,E,3966.0,C,D,1.0,A,C,4.0,D,33.0,A,C,3.0,B,1.0,B,B,A
D,18.0,E,A,4165.0,C,A,2.0,D,C,2.0,A,36.0,C,B,2.0,B,2.0,A,B,A
B,36.0,D,J,8335.0,E,D,3.0,D,C,4.0,C,47.0,B,A,1.0,B,1.0,A,B,A
A,48.0,C,A,6681.0,E,A,4.0,D,C,4.0,C,38.0,B,A,1.0,B,2.0,B,B,B
D,24.0,C,A,2375.0,B,A,4.0,D,C,2.0,A,44.0,B,B,2.0,B,2.0,B,B,B
B,18.0,D,E,1216.0,C,C,4.0,A,C,3.0,A,23.0,B,C,1.0,B,1.0,B,B,A
B,45.0,E,A,11816.0,C,D,2.0,D,C,4.0,A,29.0,B,C,2.0,B,1.0,A,B,A
A,24.0,D,G,5084.0,E,D,2.0,A,C,4.0,A,42.0,B,B,1.0,B,1.0,B,B,B
C,15.0,D,G,2327.0,C,C,2.0,A,C,3.0,D,25.0,B,B,1.0,D,1.0,A,B,A
B,12.0,E,E,1082.0,C,A,4.0,D,C,4.0,A,48.0,A,B,2.0,B,1.0,A,B,A
D,12.0,D,G,886.0,E,A,4.0,A,C,2.0,A,21.0,B,B,1.0,B,1.0,A,B,B
D,4.0,D,D,601.0,C,C,1.0,A,C,3.0,D,23.0,B,C,1.0,D,2.0,A,B,B
B,24.0,B,J,2957.0,C,D,4.0,D,C,4.0,B,63.0,B,B,2.0,B,1.0,B,B,B
D,24.0,B,G,2611.0,C,D,4.0,C,A,3.0,D,46.0,B,B,2.0,B,1.0,A,B,B
B,36.0,D,D,5179.0,C,B,4.0,D,C,2.0,B,29.0,B,B,1.0,B,1.0,A,B,A
D,21.0,C,J,2993.0,C,A,3.0,D,C,2.0,D,28.0,C,B,2.0,D,1.0,A,B,B
D,18.0,D,H,1943.0,C,C,4.0,A,C,4.0,D,23.0,B,B,1.0,B,1.0,A,B,A
D,24.0,A,A,1559.0,C,B,4.0,D,C,4.0,A,50.0,A,B,1.0,B,1.0,B,B,B
D,18.0,D,D,3422.0,C,D,4.0,D,C,4.0,B,47.0,A,B,3.0,B,2.0,B,B,B
A,21.0,D,D,3976.0,E,B,2.0,D,C,3.0,A,35.0,B,B,1.0,B,1.0,B,B,B
D,18.0,D,E,6761.0,E,A,2.0,D,C,4.0,A,68.0,B,C,2.0,B,1.0,A,B,A
D,24.0,D,E,1249.0,C,C,4.0,C,C,2.0,D,28.0,B,B,1.0,B,1.0,A,B,B
B,9.0,D,G,1364.0,C,B,3.0,D,C,4.0,D,59.0,B,B,1.0,B,1.0,A,B,B
B,12.0,D,G,709.0,C,D,4.0,D,C,4.0,D,57.0,C,B,1.0,D,1.0,A,B,A
B,20.0,B,E,2235.0,C,A,4.0,C,B,2.0,B,33.0,A,C,2.0,B,1.0,A,A,A
D,24.0,B,J,4042.0,E,B,3.0,D,C,4.0,B,43.0,B,B,2.0,B,1.0,B,B,B
D,15.0,B,G,1471.0,C,A,4.0,D,C,4.0,C,35.0,B,A,2.0,B,1.0,B,B,B
B,18.0,A,E,1442.0,C,B,4.0,D,C,4.0,C,32.0,B,A,2.0,D,2.0,A,B,A
D,36.0,C,E,10875.0,C,D,2.0,D,C,2.0,A,45.0,B,B,2.0,B,2.0,B,B,B
D,24.0,D,E,1474.0,A,C,4.0,C,C,3.0,D,33.0,B,B,1.0,B,1.0,B,B,B
D,10.0,D,I,894.0,E,B,4.0,A,C,3.0,B,40.0,B,B,1.0,B,1.0,B,B,B
D,15.0,B,D,3343.0,C,A,4.0,D,C,2.0,C,28.0,B,A,1.0,B,1.0,B,B,B
B,15.0,D,E,3959.0,C,A,3.0,A,C,2.0,B,29.0,B,B,1.0,B,1.0,B,B,A
D,9.0,D,E,3577.0,A,A,1.0,D,B,2.0,D,26.0,B,C,1.0,B,2.0,A,A,B
D,24.0,B,J,5804.0,D,A,4.0,D,C,2.0,D,27.0,B,B,2.0,B,1.0,A,B,B
D,18.0,C,A,2169.0,C,A,4.0,C,C,2.0,A,28.0,B,B,1.0,B,1.0,B,B,A
B,24.0,D,G,2439.0,C,C,4.0,A,C,4.0,D,35.0,B,B,1.0,B,1.0,B,B,A
D,27.0,B,D,4526.0,D,C,4.0,D,C,2.0,D,32.0,C,B,2.0,D,2.0,B,B,B
D,10.0,D,D,2210.0,C,A,2.0,D,C,2.0,D,25.0,A,C,1.0,D,1.0,A,B,A
D,15.0,D,D,2221.0,B,A,2.0,A,C,4.0,A,20.0,B,C,1.0,B,1.0,A,B,B
B,18.0,D,G,2389.0,C,C,4.0,A,C,1.0,A,27.0,C,B,1.0,B,1.0,A,B,B
D,12.0,B,D,3331.0,C,D,2.0,D,C,4.0,B,42.0,C,B,1.0,B,1.0,A,B,B
D,36.0,D,A,7409.0,E,D,3.0,D,C,2.0,B,37.0,B,B,2.0,B,1.0,A,B,B
B,12.0,D,D,652.0,C,D,4.0,A,C,4.0,B,24.0,B,C,1.0,B,1.0,A,B,B
D,36.0,C,D,7678.0,B,B,2.0,A,C,4.0,A,40.0,B,B,2.0,B,1.0,B,B,B
C,6.0,B,E,1343.0,C,D,1.0,D,C,4.0,D,46.0,B,B,2.0,B,2.0,A,A,B
B,24.0,B,A,1382.0,A,B,4.0,D,C,1.0,D,26.0,B,B,2.0,B,1.0,B,B,B
D,15.0,D,B,874.0,E,C,4.0,A,C,1.0,D,24.0,B,B,1.0,B,1.0,A,B,B
B,12.0,D,D,3590.0,C,A,2.0,D,A,2.0,B,29.0,B,B,1.0,D,2.0,A,B,B
A,11.0,B,E,1322.0,D,A,4.0,A,C,4.0,A,40.0,B,B,2.0,B,1.0,A,B,B
B,18.0,A,G,1940.0,C,C,3.0,D,A,4.0,C,36.0,A,A,1.0,A,1.0,B,B,B
D,36.0,D,G,3595.0,C,D,4.0,D,C,2.0,A,28.0,B,B,1.0,B,1.0,A,B,B
B,9.0,D,E,1422.0,C,C,3.0,D,C,2.0,C,27.0,B,A,1.0,A,1.0,B,B,A
D,30.0,B,G,6742.0,E,B,2.0,D,C,3.0,B,36.0,B,B,2.0,B,1.0,A,B,B
D,24.0,D,J,7814.0,C,B,3.0,D,C,3.0,A,38.0,B,B,1.0,A,1.0,B,B,B
D,24.0,D,J,9277.0,E,A,2.0,B,C,4.0,C,48.0,B,A,1.0,B,1.0,B,B,B
A,30.0,B,E,2181.0,E,D,4.0,D,C,4.0,D,36.0,B,B,2.0,B,1.0,A,B,B
D,18.0,B,G,1098.0,C,E,4.0,A,C,4.0,A,65.0,B,B,2.0,C,1.0,A,B,B
A,24.0,D,D,4057.0,C,B,3.0,B,C,3.0,A,43.0,B,B,1.0,B,1.0,B,B,A
B,12.0,D,C,795.0,C,C,4.0,A,C,4.0,B,53.0,B,B,1.0,B,1.0,A,B,A
A,24.0,B,A,2825.0,E,B,4.0,D,C,3.0,C,34.0,B,B,2.0,B,2.0,B,B,B
A,48.0,D,A,15672.0,C,A,2.0,D,C,2.0,A,23.0,B,B,1.0,B,1.0,B,B,A
D,36.0,B,E,6614.0,C,D,4.0,D,C,4.0,A,34.0,B,B,2.0,A,1.0,B,B,B
D,28.0,A,J,7824.0,E,C,3.0,D,B,4.0,D,40.0,A,C,2.0,B,2.0,B,B,B
B,27.0,B,A,2442.0,C,D,4.0,D,C,4.0,A,43.0,C,B,4.0,A,2.0,B,B,B
D,15.0,B,G,1829.0,C,D,4.0,D,C,4.0,A,46.0,B,B,2.0,B,1.0,B,B,B
B,12.0,B,E,2171.0,C,A,4.0,D,C,4.0,B,38.0,A,B,2.0,D,1.0,A,A,B
A,36.0,B,J,5800.0,C,A,3.0,D,C,4.0,A,34.0,B,B,2.0,B,1.0,B,B,B
D,18.0,B,G,1169.0,E,A,4.0,D,C,3.0,B,29.0,B,B,2.0,B,1.0,B,B,B
D,36.0,C,J,8947.0,E,B,3.0,D,C,2.0,A,31.0,C,B,1.0,A,2.0,B,B,B
B,21.0,D,G,2606.0,C,C,4.0,A,C,4.0,B,28.0,B,C,1.0,A,1.0,B,B,B
D,12.0,B,D,1592.0,D,B,3.0,A,C,2.0,B,35.0,B,B,1.0,B,1.0,A,A,B
D,15.0,D,D,2186.0,E,B,1.0,A,C,4.0,D,33.0,A,C,1.0,D,1.0,A,B,B
B,18.0,D,D,4153.0,C,A,2.0,D,A,3.0,A,42.0,B,B,1.0,B,1.0,A,B,A
B,16.0,B,E,2625.0,C,D,2.0,D,B,4.0,B,43.0,A,C,1.0,B,1.0,B,B,A
D,20.0,B,E,3485.0,E,C,2.0,B,C,4.0,D,44.0,B,B,2.0,B,1.0,B,B,B
D,36.0,B,J,10477.0,E,D,2.0,D,C,4.0,C,42.0,B,A,2.0,B,1.0,A,B,B
D,15.0,D,G,1386.0,E,A,4.0,C,C,2.0,D,40.0,B,C,1.0,B,1.0,B,B,B
D,24.0,D,G,1278.0,C,D,4.0,D,C,1.0,D,36.0,B,B,1.0,A,1.0,B,B,B
B,12.0,D,G,1107.0,C,A,2.0,D,C,2.0,D,20.0,B,C,1.0,A,2.0,B,B,B
B,21.0,D,E,3763.0,E,B,2.0,D,A,2.0,D,24.0,B,B,1.0,D,1.0,A,A,B
A,36.0,D,C,3711.0,E,A,2.0,C,C,2.0,A,27.0,B,B,1.0,B,1.0,A,B,B
D,15.0,C,J,3594.0,C,C,1.0,A,C,2.0,B,46.0,B,B,2.0,D,1.0,A,B,B
A,9.0,D,E,3195.0,E,A,1.0,A,C,2.0,D,33.0,B,B,1.0,D,1.0,A,B,B
D,36.0,C,G,4454.0,C,A,4.0,A,C,4.0,D,34.0,B,B,2.0,B,1.0,A,B,B
A,24.0,B,D,4736.0,C,C,2.0,A,C,4.0,A,25.0,A,B,1.0,D,1.0,A,B,A
A,30.0,D,G,2991.0,E,D,2.0,A,C,4.0,A,25.0,B,B,1.0,B,1.0,A,B,B
D,11.0,D,A,2142.0,D,D,1.0,B,C,2.0,D,28.0,B,B,1.0,B,1.0,B,B,B
B,24.0,A,A,3161.0,C,A,4.0,D,C,2.0,B,31.0,B,C,1.0,B,1.0,B,B,A
A,48.0,E,F,18424.0,C,A,1.0,A,C,2.0,B,32.0,A,B,1.0,A,1.0,B,A,A
D,10.0,D,J,2848.0,A,A,1.0,D,A,2.0,D,32.0,B,B,1.0,B,2.0,A,B,B
B,6.0,D,E,14896.0,C,D,1.0,D,C,4.0,C,68.0,A,B,1.0,A,1.0,B,B,A
B,24.0,D,D,2359.0,A,E,1.0,B,C,1.0,B,33.0,B,B,1.0,B,1.0,A,B,A
B,24.0,D,D,3345.0,C,D,4.0,D,C,2.0,B,39.0,B,C,1.0,A,1.0,B,B,A
D,18.0,B,D,1817.0,C,A,4.0,A,C,2.0,C,28.0,B,B,2.0,B,1.0,A,B,B
D,48.0,C,G,12749.0,B,B,4.0,D,C,1.0,A,37.0,B,B,1.0,A,1.0,B,B,B
B,9.0,D,G,1366.0,C,C,3.0,A,C,4.0,B,22.0,B,C,1.0,B,1.0,A,B,A
A,12.0,D,E,2002.0,C,B,3.0,D,C,4.0,B,30.0,B,C,1.0,B,2.0,B,B,B
B,24.0,A,D,6872.0,C,C,2.0,B,C,1.0,B,55.0,A,B,1.0,B,1.0,B,B,A
B,12.0,A,E,697.0,C,C,4.0,D,C,2.0,A,46.0,A,B,2.0,B,1.0,B,B,A
B,18.0,B,D,1049.0,C,C,4.0,A,C,4.0,B,21.0,B,C,1.0,B,1.0,A,B,B
B,48.0,D,J,10297.0,C,B,4.0,D,C,4.0,C,39.0,C,A,3.0,B,2.0,B,B,A
D,30.0,D,G,1867.0,E,D,4.0,D,C,4.0,A,58.0,B,B,1.0,B,1.0,B,B,B
B,12.0,C,E,1344.0,C,A,4.0,D,C,2.0,D,43.0,B,B,2.0,D,2.0,A,B,B
B,24.0,D,D,1747.0,C,C,4.0,D,A,1.0,B,24.0,B,B,1.0,D,1.0,A,A,B
A,9.0,D,G,1670.0,C,C,4.0,A,C,2.0,A,22.0,B,B,1.0,B,1.0,B,B,A
D,9.0,B,E,1224.0,C,A,3.0,D,C,1.0,D,30.0,B,B,2.0,B,1.0,A,B,B
D,12.0,B,G,522.0,B,D,4.0,D,C,4.0,B,42.0,B,B,2.0,B,2.0,B,B,B
B,12.0,D,G,1498.0,C,A,4.0,A,C,1.0,A,23.0,A,B,1.0,B,1.0,A,B,B
A,30.0,C,G,1919.0,A,C,4.0,D,C,3.0,C,30.0,C,B,2.0,A,1.0,A,B,A
C,9.0,D,G,745.0,C,A,3.0,A,C,2.0,D,28.0,B,B,1.0,D,1.0,A,B,A
A,6.0,D,G,2063.0,C,C,4.0,C,C,3.0,A,30.0,B,C,1.0,A,1.0,B,B,B
A,60.0,D,C,6288.0,C,A,4.0,D,C,4.0,C,42.0,B,A,1.0,B,1.0,A,B,A
