@RELATION mushroom

@ATTRIBUTE feature_01 {A, B, C, D, E, F}
@ATTRIBUTE feature_02 {A, B, C, D}
@ATTRIBUTE feature_03 {A, B, C, D, E, F, G, H, I, J}
@ATTRIBUTE feature_04 {A, B}
@ATTRIBUTE feature_05 {A, B, C, D, E, F, G, H, I}
@ATTRIBUTE feature_06 {A, B}
@ATTRIBUTE feature_07 {A, B}
@ATTRIBUTE feature_08 {A, B}
@ATTRIBUTE feature_09 {A, B, C, D, E, F, G, H, I, J, K, L}
@ATTRIBUTE feature_10 {A, B}
@ATTRIBUTE feature_11 {A, B, C, D, E}
@ATTRIBUTE feature_12 {A, B, C, D}
@ATTRIBUTE feature_13 {A, B, C, D}
@ATTRIBUTE feature_14 {A, B, C, D, E, F, G, H, I}
@ATTRIBUTE feature_15 {A, B, C, D, E, F, G, H, I}
@ATTRIBUTE feature_16 {A}
@ATTRIBUTE feature_17 {A, B, C, D}
@ATTRIBUTE feature_18 {A, B, C}
@ATTRIBUTE feature_19 {A, B, C, D, E}
@ATTRIBUTE feature_20 {A, B, C, D, E, F, G, H, I}
@ATTRIBUTE feature_21 {A, B, C, D, E, F}
@ATTRIBUTE feature_22 {A, B, C, D, E, F, G}
@ATTRIBUTE class {A, B}

@DATA
C,D,C,A,C,B,A,B,A,B,A,C,B,H,H,A,C,B,A,H,E,C,B
F,D,C,A,H,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,A,B
C,D,C,A,C,B,A,B,A,B,A,C,C,H,G,A,C,B,A,H,E,C,B
C,D,E,A,I,B,A,B,A,B,A,B,B,G,G,A,C,B,A,H,E,A,B
C,D,C,A,I,B,A,B,A,B,A,C,B,G,G,A,C,B,A,H,E,C,B
F,D,C,A,H,B,A,B,A,B,A,C,C,H,H,A,C,B,A,H,E,E,B
F,C,C,A,I,B,A,B,A,B,A,C,B,G,H,A,C,B,A,H,E,A,B
C,C,C,A,C,B,A,B,A,B,A,B,C,G,H,A,C,B,A,H,E,C,B
C,C,C,A,C,B,A,B,A,B,A,B,B,G,H,A,C,B,A,H,E,E,B
F,C,C,A,C,B,A,B,A,B,A,C,C,H,H,A,C,B,A,H,E,E,B
C,C,C,A,I,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,E,B
C,C,C,A,H,B,A,B,A,B,A,C,C,H,H,A,C,B,A,H,E,E,B
C,C,E,A,I,B,A,B,A,B,A,B,B,G,H,A,C,B,A,H,E,C,B
C,D,C,A,C,B,A,B,A,B,A,B,B,G,G,A,C,B,A,H,E,A,B
C,D,E,A,H,B,A,B,A,B,A,B,B,G,H,A,C,B,A,H,E,E,B
D,C,C,A,C,B,A,B,A,B,A,B,B,H,G,A,C,B,A,H,E,C,B
C,C,E,A,I,B,A,B,A,B,A,B,B,G,H,A,C,B,A,H,E,A,B
C,D,E,A,I,B,A,B,A,B,A,C,C,G,G,A,C,B,A,H,E,E,B
C,C,C,A,H,B,A,B,A,B,A,B,C,G,G,A,C,B,A,H,E,C,B
C,D,C,A,I,B,A,B,A,B,A,C,C,H,G,A,C,B,A,H,E,C,B
F,C,E,A,I,B,A,B,A,B,A,C,C,G,G,A,C,B,A,H,E,E,B
D,D,E,A,I,B,A,B,A,B,A,B,B,G,G,A,C,B,A,H,E,E,B
F,D,C,A,H,B,A,B,A,B,A,B,B,H,G,A,C,B,A,H,E,A,B
F,C,C,A,C,B,A,B,A,B,A,C,C,H,G,A,C,B,A,H,E,C,B
F,C,D,A,F,B,B,A,K,A,A,B,C,H,H,A,C,C,E,H,C,B,A
D,D,E,A,I,B,A,B,A,B,A,B,C,G,H,A,C,B,A,H,E,A,B
F,C,E,A,I,B,A,B,A,B,A,B,C,H,G,A,C,B,A,H,E,E,B
C,C,E,A,H,B,A,B,A,B,A,C,B,H,G,A,C,B,A,H,E,E,B
C,C,E,A,H,B,A,B,A,B,A,C,C,H,G,A,C,B,A,H,E,E,B
F,C,C,A,H,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,E,B
C,C,C,A,C,B,A,B,A,B,A,C,B,G,H,A,C,B,A,H,E,C,B
C,D,C,A,C,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,C,B
C,D,C,A,C,B,A,B,A,B,A,B,B,H,G,A,C,B,A,H,E,E,B
C,C,E,A,C,B,A,B,A,B,A,B,C,H,H,A,C,B,A,H,E,C,B
C,C,C,A,C,B,A,B,A,B,A,C,C,G,H,A,C,B,A,H,E,E,B
F,C,E,A,C,B,A,B,A,B,A,B,C,H,G,A,C,B,A,H,E,E,B
C,C,C,A,C,B,A,B,A,B,A,B,B,G,G,A,C,B,A,H,E,C,B
F,C,C,A,H,B,A,B,A,B,A,C,C,H,H,A,C,B,A,H,E,E,B
C,C,C,A,I,B,A,B,A,B,A,C,C,H,G,A,C,B,A,H,E,A,B
C,D,C,A,C,B,A,B,A,B,A,B,C,H,H,A,C,B,A,H,E,E,B
D,D,C,A,H,B,A,B,A,B,A,C,C,G,H,A,C,B,A,H,E,E,B
C,C,E,A,H,B,A,B,A,B,A,C,C,H,H,A,C,B,A,H,E,E,B
D,D,C,A,H,B,A,B,A,B,A,B,C,H,H,A,C,B,A,H,E,A,B
C,C,C,A,I,B,A,B,A,B,A,B,B,G,H,A,C,B,A,H,E,C,B
C,D,C,A,H,B,A,B,A,B,A,C,B,H,H,A,C,B,A,H,E,C,B
C,C,C,A,C,B,A,B,A,B,A,B,B,G,H,A,C,B,A,H,E,C,B
A,C,E,A,F,A,A,A,F,A,A,C,C,F,F,A,B,B,E,E,B,C,A
F,C,E,A,C,B,A,B,A,B,A,C,B,H,H,A,C,B,A,H,E,A,B
C,D,C,A,H,B,A,B,A,B,A,B,C,G,H,A,C,B,A,H,E,C,B
C,D,E,A,H,B,A,B,A,B,A,B,B,H,G,A,C,B,A,H,E,A,B
C,C,C,A,C,B,A,B,A,B,A,B,B,G,H,A,C,B,A,H,E,A,B
C,D,E,A,C,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,E,B
D,D,E,A,E,B,A,A,K,A,C,B,D,B,B,A,C,A,D,H,B,A,B
F,C,C,A,C,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,E,B
C,C,C,A,H,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,C,B
D,D,E,A,I,B,A,B,A,B,A,B,C,H,G,A,C,B,A,H,E,A,B
C,C,C,A,C,B,A,B,A,B,A,C,C,H,G,A,C,B,A,H,E,E,B
D,C,I,A,F,B,B,A,C,A,A,B,B,H,H,A,C,C,E,H,D,B,A
C,D,E,A,I,B,A,B,A,B,A,B,C,G,G,A,C,B,A,H,E,C,B
C,D,E,A,I,B,A,B,A,B,A,C,B,G,H,A,C,B,A,H,E,A,B
C,D,E,A,I,B,A,B,A,B,A,C,C,G,H,A,C,B,A,H,E,E,B
C,C,E,A,H,B,A,B,A,B,A,B,B,H,G,A,C,B,A,H,E,A,B
C,C,E,A,I,B,A,B,A,B,A,C,C,H,H,A,C,B,A,H,E,C,B
C,D,C,A,I,B,A,B,A,B,A,B,B,G,H,A,C,B,A,H,E,E,B
F,C,C,A,C,B,A,B,A,B,A,B,C,H,G,A,C,B,A,H,E,A,B
C,D,E,A,C,B,A,B,A,B,A,B,C,G,G,A,C,B,A,H,E,E,B
F,C,E,A,C,B,A,B,A,B,A,C,B,G,G,A,C,B,A,H,E,E,B
F,C,C,A,C,B,A,B,A,B,A,C,B,G,G,A,C,B,A,H,E,C,B
F,C,C,A,I,B,A,B,A,B,A,C,B,H,H,A,C,B,A,H,E,C,B
C,D,C,A,I,B,A,B,A,B,A,B,B,H,G,A,C,B,A,H,E,A,B
F,C,E,A,I,B,A,B,A,B,A,B,C,G,H,A,C,B,A,H,E,A,B
F,C,C,A,H,B,A,B,A,B,A,C,C,H,G,A,C,B,A,H,E,E,B
C,C,E,A,C,B,A,B,A,B,A,B,C,G,H,A,C,B,A,H,E,C,B
F,C,E,A,I,B,A,B,A,B,A,B,B,G,H,A,C,B,A,H,E,C,B
C,D,C,A,I,B,A,B,A,B,A,B,C,H,G,A,C,B,A,H,E,A,B
F,C,E,A,C,B,A,B,A,B,A,B,B,H,G,A,C,B,A,H,E,A,B
C,D,C,A,C,B,A,B,A,B,A,B,B,G,G,A,C,B,A,H,E,C,B
C,C,C,A,C,B,A,B,A,B,A,B,C,H,H,A,C,B,A,H,E,E,B
C,D,E,A,C,B,A,B,A,B,A,B,B,G,G,A,C,B,A,H,E,C,B
C,D,E,A,I,B,A,B,A,B,A,C,C,H,H,A,C,B,A,H,E,A,B
F,D,C,A,C,B,A,B,A,B,A,B,B,G,H,A,C,B,A,H,E,A,B
D,A,D,A,F,B,B,A,K,A,A,B,B,H,H,A,C,C,E,H,C,B,A
F,C,C,A,I,B,A,B,A,B,A,C,B,G,G,A,C,B,A,H,E,A,B
D,D,E,A,I,B,A,B,A,B,A,C,B,G,G,A,C,B,A,H,E,A,B
D,D,E,A,H,B,A,B,A,B,A,C,B,H,H,A,C,B,A,H,E,A,B
F,D,C,A,H,B,A,B,A,B,A,C,C,G,G,A,C,B,A,H,E,E,B
C,C,C,A,C,B,A,B,A,B,A,B,C,H,G,A,C,B,A,H,E,C,B
C,C,E,A,H,B,A,B,A,B,A,B,C,G,G,A,C,B,A,H,E,C,B
C,C,C,A,H,B,A,B,A,B,A,C,B,H,H,A,C,B,A,H,E,E,B
F,C,C,A,C,B,A,B,A,B,A,B,C,H,H,A,C,B,A,H,E,E,B
C,C,E,A,H,B,A,B,A,B,A,C,C,G,H,A,C,B,A,H,E,A,B
C,D,C,A,H,B,A,B,A,B,A,C,B,G,G,A,C,B,A,H,E,E,B
F,C,E,A,H,B,A,B,A,B,A,C,B,G,H,A,C,B,A,H,E,C,B
F,D,C,A,C,B,A,B,A,B,A,C,B,G,G,A,C,B,A,H,E,E,B
C,C,C,A,I,B,A,B,A,B,A,B,C,G,G,A,C,B,A,H,E,E,B
F,C,E,A,I,B,A,B,A,B,A,B,B,G,G,A,C,B,A,H,E,A,B
C,C,E,A,C,B,A,B,A,B,A,B,C,G,H,A,C,B,A,H,E,E,B
F,C,E,A,F,A,A,A,F,A,A,C,C,F,F,A,B,B,E,I,E,C,A
D,C,E,A,I,B,A,B,A,B,A,B,B,H,G,A,C,B,A,H,E,E,B
C,C,E,A,I,B,A,B,A,B,A,C,C,G,H,A,C,B,A,H,E,C,B
D,D,C,A,C,B,A,B,A,B,A,B,C,H,H,A,C,B,A,H,E,E,B
F,D,B,B,F,B,A,A,K,A,B,C,C,H,H,A,C,C,E,H,F,E,A
A,C,E,A,F,A,A,A,F,A,A,C,C,F,F,A,A,B,E,I,B,C,A
D,C,D,A,F,B,B,A,K,A,A,C,B,H,H,A,C,C,E,H,C,B,A
F,A,D,A,F,B,B,A,C,A,A,C,B,H,H,A,C,C,E,H,D,B,A
F,C,E,A,H,B,A,B,A,B,A,C,B,H,G,A,C,B,A,H,E,A,B
D,D,C,A,C,B,A,B,A,B,A,C,C,H,H,A,C,B,A,H,E,E,B
F,C,E,A,F,A,A,A,G,A,A,C,C,F,F,A,A,B,E,E,B,C,A
D,C,C,A,H,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,A,B
A,D,J,A,F,B,B,B,L,A,C,D,D,I,I,A,D,B,A,H,B,C,B
F,C,C,A,C,B,A,B,A,B,A,B,C,H,H,A,C,B,A,H,E,A,B
A,C,D,A,F,B,B,A,C,A,A,B,B,H,H,A,C,C,E,H,C,B,A
D,D,C,A,C,B,A,B,A,B,A,C,B,H,G,A,C,B,A,H,E,E,B
D,C,C,A,H,B,A,B,A,B,A,C,B,G,G,A,C,B,A,H,E,E,B
C,C,C,A,H,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,A,B
C,D,E,A,I,B,A,B,A,B,A,B,C,G,H,A,C,B,A,H,E,E,B
C,C,C,A,H,B,A,B,A,B,A,B,B,H,G,A,C,B,A,H,E,A,B
D,A,D,A,F,B,B,A,K,A,A,C,B,H,H,A,C,C,E,H,D,B,A
D,C,E,A,H,B,A,B,A,B,A,C,C,H,H,A,C,B,A,H,E,E,B
D,C,C,A,I,B,A,B,A,B,A,B,C,G,G,A,C,B,A,H,E,A,B
C,C,C,A,C,B,A,B,A,B,A,B,C,H,H,A,C,B,A,H,E,C,B
A,A,D,A,F,B,B,A,H,A,A,B,B,H,H,A,C,C,E,H,C,B,A
C,D,E,A,H,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,A,B
C,C,E,A,I,B,A,B,A,B,A,C,C,H,G,A,C,B,A,H,E,E,B
C,C,E,A,F,A,A,A,G,A,A,C,C,F,F,A,A,B,E,D,B,C,A
F,D,F,B,F,B,A,A,K,A,B,C,C,H,H,A,C,C,E,H,F,E,A
C,C,E,A,I,B,A,B,A,B,A,B,B,H,G,A,C,B,A,H,E,A,B
D,D,C,A,I,B,A,B,A,B,A,B,B,H,G,A,C,B,A,H,E,C,B
C,C,E,A,H,B,A,B,A,B,A,C,C,H,G,A,C,B,A,H,E,C,B
A,C,I,A,F,B,B,A,K,A,A,C,B,H,H,A,C,C,E,H,C,B,A
F,D,C,A,C,B,A,B,A,B,A,B,B,G,H,A,C,B,A,H,E,E,B
C,D,C,A,I,B,A,B,A,B,A,B,C,G,G,A,C,B,A,H,E,C,B
C,C,C,A,I,B,A,B,A,B,A,B,C,H,G,A,C,B,A,H,E,C,B
D,D,E,A,C,B,A,B,A,B,A,C,C,G,H,A,C,B,A,H,E,A,B
F,A,I,A,F,B,B,A,H,A,A,C,C,H,H,A,C,C,E,H,D,B,A
A,C,I,A,F,B,B,A,H,A,A,C,C,H,H,A,C,C,E,H,C,B,A
D,C,C,A,I,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,C,B
C,D,E,A,I,B,A,B,A,B,A,C,B,H,H,A,C,B,A,H,E,C,B
C,D,E,B,F,B,A,A,K,A,B,C,C,H,H,A,C,C,E,H,E,E,A
D,C,E,A,H,B,A,B,A,B,A,C,C,G,G,A,C,B,A,H,E,A,B
D,C,E,A,I,B,A,B,A,B,A,C,B,H,G,A,C,B,A,H,E,C,B
C,D,E,A,H,B,A,B,A,B,A,C,B,H,G,A,C,B,A,H,E,C,B
C,D,C,A,E,A,A,A,K,A,C,B,D,B,B,A,C,A,D,H,B,A,B
F,C,C,A,C,B,A,B,A,B,A,C,B,H,G,A,C,B,A,H,E,A,B
D,D,C,A,H,B,A,B,A,B,A,C,C,G,G,A,C,B,A,H,E,E,B
F,C,E,A,H,B,A,B,A,B,A,C,B,G,G,A,C,B,A,H,E,C,B
D,C,C,A,C,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,C,B
D,D,E,A,C,B,A,B,A,B,A,C,B,H,G,A,C,B,A,H,E,C,B
C,D,C,A,C,B,A,B,A,B,A,C,C,H,H,A,C,B,A,H,E,E,B
F,A,I,A,F,B,B,A,K,A,A,C,C,H,H,A,C,C,E,H,D,B,A
D,C,E,A,H,B,A,B,A,B,A,B,C,H,H,A,C,B,A,H,E,A,B
C,C,E,A,C,B,A,B,A,B,A,C,B,G,G,A,C,B,A,H,E,E,B
D,C,C,A,I,B,A,B,A,B,A,C,B,G,G,A,C,B,A,H,E,A,B
D,C,C,A,H,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,C,B
D,D,E,A,H,B,A,B,A,B,A,C,C,G,G,A,C,B,A,H,E,C,B
D,A,I,A,F,B,B,A,C,A,A,C,C,H,H,A,C,C,E,H,D,B,A
D,C,E,A,C,B,A,B,A,B,A,C,C,G,G,A,C,B,A,H,E,E,B
D,D,E,A,H,B,A,B,A,B,A,B,C,G,G,A,C,B,A,H,E,C,B
D,C,E,A,H,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,C,B
D,C,C,A,H,B,A,B,A,B,A,C,C,H,H,A,C,B,A,H,E,A,B
F,C,E,A,I,B,A,B,A,B,A,B,B,H,G,A,C,B,A,H,E,C,B
F,D,C,A,H,B,A,B,A,B,A,C,C,G,G,A,C,B,A,H,E,C,B
C,C,C,A,I,B,A,B,A,B,A,B,B,G,H,A,C,B,A,H,E,E,B
D,D,E,A,C,B,A,B,A,B,A,C,C,G,G,A,C,B,A,H,E,A,B
A,C,E,A,F,B,A,A,K,A,B,D,D,E,E,A,C,C,E,H,F,A,A
C,C,E,A,C,B,A,B,A,B,A,C,C,G,H,A,C,B,A,H,E,E,B
D,D,C,A,C,B,A,B,A,B,A,B,B,G,H,A,C,B,A,H,E,A,B
F,C,E,A,F,B,A,A,K,A,B,D,D,E,E,A,C,C,E,H,F,A,A
C,C,E,A,C,B,A,B,A,B,A,B,B,H,G,A,C,B,A,H,E,A,B
D,C,E,A,I,B,A,B,A,B,A,C,C,H,H,A,C,B,A,H,E,C,B
C,D,E,A,H,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,E,B
F,C,E,A,H,B,A,B,A,B,A,C,C,G,G,A,C,B,A,H,E,E,B
D,A,I,A,F,B,B,A,K,A,A,C,C,H,H,A,C,C,E,H,D,B,A
C,D,C,A,C,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,A,B
F,C,C,A,I,B,A,B,A,B,A,C,B,G,H,A,C,B,A,H,E,E,B
F,C,E,A,C,B,A,B,A,B,A,B,C,H,H,A,C,B,A,H,E,C,B
C,C,E,A,C,B,A,B,A,B,A,B,C,H,H,A,C,B,A,H,E,E,B
D,C,E,A,I,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,C,B
D,C,C,A,C,B,A,B,A,B,A,B,C,H,H,A,C,B,A,H,E,E,B
D,C,C,A,H,B,A,B,A,B,A,B,C,G,H,A,C,B,A,H,E,C,B
F,C,C,A,C,B,A,B,A,B,A,B,B,H,G,A,C,B,A,H,E,A,B
A,C,E,A,F,B,A,A,K,A,B,D,D,E,E,A,C,C,E,H,F,E,A
D,C,C,A,I,B,A,B,A,B,A,B,C,G,H,A,C,B,A,H,E,E,B
F,C,E,A,C,B,A,B,A,B,A,C,C,H,H,A,C,B,A,H,E,E,B
F,D,C,A,C,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,E,B
C,C,C,A,H,B,A,B,A,B,A,C,C,G,G,A,C,B,A,H,E,C,B
A,C,E,A,F,A,A,A,F,A,A,C,C,F,F,A,A,B,E,D,B,C,A
D,C,D,A,F,B,B,A,H,A,A,B,B,H,H,A,C,C,E,H,C,B,A
D,D,C,A,E,B,A,A,L,A,C,B,D,B,B,A,C,A,D,H,B,A,B
D,D,C,A,I,B,A,B,A,B,A,B,C,H,G,A,C,B,A,H,E,C,B
C,C,C,A,I,B,A,B,A,B,A,B,B,G,G,A,C,B,A,H,E,A,B
D,C,E,A,F,A,A,A,L,A,A,C,C,F,F,A,B,B,E,E,B,C,A
C,D,C,A,H,B,A,B,A,B,A,B,C,G,H,A,C,B,A,H,E,A,B
D,D,C,A,H,B,A,B,A,B,A,C,B,H,G,A,C,B,A,H,E,A,B
D,A,I,A,F,B,B,A,H,A,A,B,C,H,H,A,C,C,E,H,D,B,A
F,C,D,A,F,B,B,A,K,A,A,C,B,H,H,A,C,C,E,H,D,B,A
D,C,E,A,F,A,A,A,L,A,A,C,C,F,F,A,B,B,E,E,E,C,A
D,D,C,A,H,B,A,B,A,B,A,C,C,H,H,A,C,B,A,H,E,A,B
D,D,E,A,H,B,A,B,A,B,A,B,C,H,G,A,C,B,A,H,E,C,B
D,C,C,A,H,B,A,B,A,B,A,B,C,H,H,A,C,B,A,H,E,E,B
F,C,I,A,F,B,B,A,K,A,A,B,B,H,H,A,C,C,E,H,D,B,A
D,C,I,A,F,B,B,A,C,A,A,B,B,H,H,A,C,C,E,H,C,B,A
D,C,I,A,F,B,B,A,H,A,A,B,C,H,H,A,C,C,E,H,D,B,A
D,C,C,A,C,B,A,B,A,B,A,B,C,G,H,A,C,B,A,H,E,C,B
F,C,C,A,H,B,A,B,A,B,A,C,C,G,H,A,C,B,A,H,E,E,B
D,C,D,A,F,B,B,A,K,A,A,C,B,H,H,A,C,C,E,H,D,B,A
F,A,I,A,F,B,B,A,C,A,A,C,B,H,H,A,C,C,E,H,D,B,A
D,D,C,A,C,B,A,B,A,B,A,C,B,H,H,A,C,B,A,H,E,A,B
A,C,I,A,F,B,B,A,C,A,A,C,C,H,H,A,C,C,E,H,D,B,A
D,C,C,A,H,B,A,B,A,B,A,C,C,H,G,A,C,B,A,H,E,E,B
C,C,E,A,C,B,A,B,A,B,A,C,B,H,H,A,C,B,A,H,E,E,B
C,D,E,A,C,B,A,B,A,B,A,C,B,G,G,A,C,B,A,H,E,A,B
D,C,D,A,F,B,B,A,H,A,A,C,B,H,H,A,C,C,E,H,D,B,A
F,C,I,A,F,B,B,A,K,A,A,C,C,H,H,A,C,C,E,H,C,B,A
C,D,C,A,I,B,A,B,A,B,A,C,C,H,G,A,C,B,A,H,E,E,B
F,C,C,A,C,B,A,B,A,B,A,C,C,H,H,A,C,B,A,H,E,A,B
F,A,I,A,F,B,B,A,C,A,A,B,B,H,H,A,C,C,E,H,D,B,A
D,A,I,A,F,B,B,A,C,A,A,B,B,H,H,A,C,C,E,H,C,B,A
C,C,C,A,H,B,A,B,A,B,A,B,B,G,H,A,C,B,A,H,E,A,B
C,C,D,B,F,B,A,A,K,A,B,C,C,H,H,A,C,C,E,H,E,E,A
D,C,C,A,I,B,A,B,A,B,A,B,C,H,G,A,C,B,A,H,E,A,B
F,C,E,A,I,B,A,B,A,B,A,C,B,H,G,A,C,B,A,H,E,E,B
D,C,E,A,F,A,A,A,L,A,A,C,C,F,F,A,A,B,E,A,B,C,A
F,C,E,A,F,A,A,A,F,A,A,C,C,F,F,A,B,B,E,D,B,C,A
D,D,C,A,H,B,A,B,A,B,A,B,C,H,H,A,C,B,A,H,E,C,B
F,C,C,A,I,B,A,B,A,B,A,B,C,G,H,A,C,B,A,H,E,A,B
F,C,E,A,H,B,A,B,A,B,A,B,C,H,G,A,C,B,A,H,E,A,B
D,C,C,A,I,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,A,B
F,C,E,A,I,B,A,B,A,B,A,C,B,H,H,A,C,B,A,H,E,C,B
D,A,I,A,F,B,B,A,C,A,A,B,C,H,H,A,C,C,E,H,C,B,A
D,C,E,A,F,A,A,A,G,A,A,C,C,F,F,A,A,B,E,D,B,C,A
D,D,B,A,E,B,A,A,K,A,C,B,D,B,B,A,C,A,D,H,B,A,B
F,A,D,A,F,B,B,A,C,A,A,C,C,H,H,A,C,C,E,H,D,B,A
F,C,E,A,F,A,A,A,F,A,A,C,C,F,F,A,B,B,E,E,E,C,A
F,C,E,A,F,A,A,A,L,A,A,C,C,F,F,A,B,B,E,A,E,C,A
D,D,C,A,H,B,A,B,A,B,A,B,C,H,G,A,C,B,A,H,E,E,B
D,A,I,A,F,B,B,A,H,A,A,C,C,H,H,A,C,C,E,H,C,B,A
F,A,D,A,F,B,B,A,C,A,A,B,C,H,H,A,C,C,E,H,D,B,A
C,C,E,A,F,A,A,A,G,A,A,C,C,F,F,A,B,B,E,D,E,C,A
D,D,E,A,I,B,A,B,A,B,A,B,B,H,G,A,C,B,A,H,E,A,B
D,D,E,A,H,B,A,B,A,B,A,B,C,G,H,A,C,B,A,H,E,C,B
C,D,E,A,H,B,A,B,A,B,A,B,C,H,H,A,C,B,A,H,E,A,B
C,D,C,A,I,B,A,B,A,B,A,B,C,H,G,A,C,B,A,H,E,E,B
D,A,D,A,F,B,B,A,H,A,A,C,B,H,H,A,C,C,E,H,C,B,A
C,D,C,A,H,B,A,B,A,B,A,B,B,H,G,A,C,B,A,H,E,A,B
C,D,E,A,H,B,A,B,A,B,A,B,C,H,G,A,C,B,A,H,E,E,B
D,C,C,A,H,B,A,B,A,B,A,B,C,G,G,A,C,B,A,H,E,C,B
D,C,D,A,F,B,B,A,K,A,A,B,B,H,H,A,C,C,E,H,D,B,A
A,C,E,A,F,A,A,A,L,A,A,C,C,F,F,A,A,B,E,I,B,C,A
D,D,E,A,C,B,A,B,A,B,A,B,B,H,H,A,C,B,A,H,E,C,B
F,C,E,A,H,B,A,B,A,B,A,B,C,G,G,A,C,B,A,H,E,E,B
A,C,E,A,F,A,A,A,G,A,A,C,C,F,F,A,A,B,E,E,E,C,A
D,C,E,A,I,B,A,B,A,B,A,B,C,H,H,A,C,B,A,H,E,A,B
D,C,E,A,I,B,A,B,A,B,A,B,B,G,H,A,C,B,A,H,E,E,B
D,C,C,A,H,B,A,B,A,B,A,C,B,H,H,A,C,B,A,H,E,C,B
C,C,C,A,H,B,A,B,A,B,A,C,C,H,G,A,C,B,A,H,E,E,B
F,C,C,A,H,B,A,B,A,B,A,C,C,G,G,A,C,B,A,H,E,E,B
F,C,C,A,I,B,A,B,A,B,A,C,C,H,H,A,C,B,A,H,E,A,B
F,C,E,A,H,B,A,B,A,B,A,C,C,G,H,A,C,B,A,H,E,A,B
D,D,E,A,I,B,A,B,A,B,A,C,B,H,H,A,C,B,A,H,E,A,B
F,C,F,B,F,B,A,A,K,A,B,C,C,H,H,A,C,C,E,H,F,E,A
C,C,C,A,I,B,A,B,A,B,A,C,B,H,G,A,C,B,A,H,E,A,B
F,D,E,A,E,A,A,A,K,A,C,B,D,B,B,A,C,A,D,H,B,A,B
D,C,E,A,C,B,A,B,A,B,A,C,C,H,H,A,C,B,A,H,E,C,B
D,C,D,A,F,B,B,A,C,A,A,B,B,H,H,A,C,C,E,H,D,B,A
D,C,E,A,C,B,A,B,A,B,A,B,C,G,H,A,C,B,A,H,E,A,B
C,D,E,A,I,B,A,B,A,B,A,B,B,G,H,A,C,B,A,H,E,E,B
D,C,E,A,H,B,A,B,A,B,A,C,B,G,H,A,C,B,A,H,E,E,B
D,D,C,A,I,B,A,B,A,B,A,C,B,G,H,A,C,B,A,H,E,A,B
C,D,C,A,C,B,A,B,A,B,A,B,C,G,H,A,C,B,A,H,E,A,B
C,C,B,B,F,B,A,A,K,A,B,C,C,H,H,A,C,C,E,H,F,E,A
C,D,E,A,C,B,A,B,A,B,A,C,B,G,H,A,C,B,A,H,E,C,B
D,C,C,A,C,B,A,B,A,B,A,C,B,H,G,A,C,B,A,H,E,A,B
F,C,C,A,I,B,A,B,A,B,A,B,C,G,G,A,C,B,A,H,E,C,B
C,D,C,A,I,B,A,B,A,B,A,B,B,G,G,A,C,B,A,H,E,C,B
F,C,E,A,C,B,A,B,A,B,A,C,C,G,H,A,C,B,A,H,E,E,B
C,C,E,A,F,A,A,A,L,A,A,C,C,F,F,A,A,B,E,D,B,C,A
C,C,C,A,H,B,A,B,A,B,A,C,B,G,G,A,C,B,A,H,E,A,B
F,D,C,A,H,B,A,B,A,B,A,C,B,G,H,A,C,B,A,H,E,E,B
F,D,C,A,C,B,A,B,A,B,A,C,B,H,H,A,C,B,A,H,E,A,B
F,C,C,A,H,B,A,B,A,B,A,B,B,G,G,A,C,B,A,H,E,E,B
D,C,C,A,C,B,A,B,A,B,A,B,B,G,G,A,C,B,A,H,E,C,B
F,C,C,A,I,B,A,B,A,B,A,C,C,H,G,A,C,B,A,H,E,C,B
A,A,D,A,F,B,B,A,K,A,A,B,C,H,H,A,C,C,E,H,D,B,A
D,D,C,A,H,B,A,B,A,B,A,B,C,G,H,A,C,B,A,H,E,E,B
D,C,C,A,H,B,A,B,A,B,A,C,B,G,H,A,C,B,A,H,E,C,B
D,A,D,A,F,B,B,A,C,A,A,C,C,H,H,A,C,C,E,H,C,B,A
C,C,E,A,F,A,A,A,F,A,A,C,C,F,F,A,A,B,E,D,E,C,A
C,D,E,A,E,B,A,A,K,A,C,B,D,B,B,A,C,A,D,H,B,A,B
D,C,C,A,H,B,A,B,A,B,A,C,B,H,G,A,C,B,A,H,E,A,B
